LOSS,EPOCH
34.83708381652832,0.0
28.155964053760876,1.0
25.586071707985617,2.0
24.017325123873626,3.0
24.18324723677202,4.0
23.419004058837892,5.0
23.1253718289462,6.0
23.078231326016514,7.0
22.90022390538996,8.0
22.867019896073774,9.0
22.802570048245517,10.0
22.60701635534113,11.0
22.076798005537555,12.0
21.886199708418413,13.0
21.73972214785489,14.0
21.587872158397328,15.0
21.581180069663308,16.0
21.558904855901545,17.0
24.92514807961204,18.0
22.588742325522684,19.0
22.375565892999823,20.0
22.36141934828325,21.0
22.3117957201871,22.0
22.26935970999978,23.0
22.148865404996005,24.0
22.158518253673208,25.0
22.258973745866257,26.0
22.578540819341487,27.0
22.5293286930431,28.0
22.372192538868298,29.0
22.06498322920366,30.0
22.17464474764737,31.0
22.11277372186834,32.0
21.984160839427602,33.0
21.8884804465554,34.0
22.219211751764472,35.0
22.00237818631259,36.0
22.2800462029197,37.0
22.005078263716264,38.0
21.908367763866078,39.0
21.94582920074463,40.0
22.065067568692292,41.0
21.92715147191828,42.0
21.797198208895598,43.0
21.949710360440342,44.0
21.8227388902144,45.0
21.817352173545142,46.0
22.085198159651323,47.0
22.058633249456232,48.0
22.041181512312455,49.0
22.090403140674937,50.0
21.86115382801403,51.0
21.839831976457077,52.0
21.83514163277366,53.0
21.938118223710493,54.0
21.835011100769044,55.0
22.051363736932927,56.0
21.88016374761408,57.0
21.773395295576616,58.0
21.750190249356358,59.0
21.852219633622603,60.0
21.912596355785023,61.0
21.912945712696423,62.0
21.850372903997247,63.0
21.817432091452858,64.0
21.85053561817516,65.0
21.78052111538974,66.0
21.62839228890159,67.0
21.402259583906694,68.0
21.39436154799028,69.0
21.36024343317205,70.0
21.29391860961914,71.0
21.302155390652743,72.0
21.312407805702904,73.0
21.216287526217375,74.0
21.40313961722634,75.0
21.172729995033958,76.0
21.036594702980736,77.0
21.480845815485175,78.0
21.032099394364792,79.0
26.97653191306374,80.0
36.552312296087095,81.0
28.317841963334516,82.0
26.342779072848234,83.0
25.47169539711692,84.0
24.952944530140268,85.0
24.68829128958962,86.0
24.312503675981002,87.0
24.031428441134366,88.0
23.905060906843705,89.0
23.63249178799716,90.0
23.619805335998535,91.0
23.49213660847057,92.0
23.45699188926003,93.0
23.548946883461692,94.0
23.406173133850096,95.0
23.32811577536843,96.0
23.231759470159357,97.0
23.2008581681685,98.0
23.199986267089844,99.0
23.126567961952905,100.0
