EPOCH,LOSS
1.0,253.16362790194424
2.0,253.16363026012073
3.0,253.16362526633523
4.0,253.16362831809303
5.0,253.1636280406605
6.0,253.1636269309304
7.0,253.16362568248402
8.0,253.1636222145774
9.0,253.16362443403764
10.0,253.16362360174006
11.0,253.16362360174006
12.0,253.16362485018644
13.0,253.16362401788885
14.0,253.16362054998226
15.0,253.1636226307262
16.0,253.1636187466708
17.0,253.16361944025212
18.0,253.16362082741477
19.0,253.1636172207919
20.0,253.16361486261542
21.0,253.16361347545276
22.0,253.1636169433594
23.0,253.16361458518287
24.0,253.16361194957386
25.0,253.16361347545276
26.0,253.16361222700638
27.0,253.16361361416904
28.0,253.16361083984376
29.0,253.16360820423472
30.0,253.16361333673652
31.0,253.16361194957386
32.0,253.16361194957386
33.0,253.1636094526811
34.0,253.16360848166727
35.0,253.16360848166727
36.0,253.16360695578834
37.0,253.16360764936968
38.0,253.16360764936968
39.0,253.1636072332209
40.0,253.16360584605823
41.0,253.16360515247692
42.0,253.16360501376064
43.0,253.16360542990944
44.0,253.16360390403054
45.0,253.16360376531426
46.0,253.1636040427468
47.0,253.16360307173295
48.0,253.16360001997515
49.0,253.16360196200284
50.0,253.1635990489613
51.0,253.1635990489613
52.0,253.16359807794746
53.0,253.16360126842153
54.0,253.16359724564987
55.0,253.16359655206853
56.0,253.16359530362215
57.0,253.16359114213424
58.0,253.16359239058062
59.0,253.16359003240413
60.0,253.16358864524148
61.0,253.16358753551137
62.0,253.1635861483487
63.0,253.1635839288885
64.0,253.16358170942826
65.0,253.16357962868432
66.0,253.16358059969815
67.0,253.16357838023794
68.0,253.16357699307528
69.0,253.16357602206145
70.0,253.1635746348988
71.0,253.16357283158735
72.0,253.16357297030362
73.0,253.16356922496448
74.0,253.16356839266692
75.0,253.16356589577416
76.0,253.16356006969104
77.0,253.16355493718928
78.0,253.16355590820314
79.0,253.16355549205434
80.0,253.1635493885387
81.0,253.16354924982244
82.0,253.16354342373936
83.0,253.163540094549
84.0,253.16353593306107
85.0,253.16353385231713
86.0,253.1635281649503
87.0,253.1635234485973
88.0,253.16352317116477
89.0,253.16351970325817
90.0,253.16351512562144
91.0,253.16350583163174
92.0,253.16350069912997
93.0,253.16349376331675
94.0,253.1634862726385
95.0,253.16348266601562
96.0,253.16347822709517
97.0,253.16346934925426
98.0,253.1634653264826
99.0,253.16345492276278
100.0,253.16344451904297
101.0,253.16343577991833
