LOSS_QUAD_0,LOSS_QUAD_1,LOSS_GRAM_LOSS,LOSS,EPOCH
252.92837746360084,252.9497403231534,2076.417926795916,2582.296101518111,0.0
253.092514592951,253.09298830899326,0.49192904098467394,506.67743447043676,1.0
253.0453015414151,253.0419383655895,0.2920771956443787,506.3793135209517,2.0
252.11447698419744,252.02724123868074,0.8942828118801117,505.03599770285865,3.0
130.32211428555576,128.74374625466086,53.59062207828868,312.65648165616125,4.0
78.23249726728959,77.9792523470792,48.930674917047675,205.14242331764916,5.0
67.65208972584118,67.44632422707298,46.375181926380506,181.47359528975053,6.0
62.48999384099787,62.230204703591085,42.45420542630282,167.17440268776633,7.0
58.65686517195268,58.339757052334875,40.16138891740279,157.15801225142044,8.0
55.290071071277964,55.17892511541193,38.83831953568892,149.3073160344904,9.0
53.51411018371582,53.3375748721036,36.25041607943448,143.10210106589577,10.0
50.54696606722745,50.477090488780625,35.90647315979004,136.93052916093305,11.0
49.199508840387516,49.075229991566054,33.98131991299716,132.2560578779741,12.0
47.46273980574174,47.240496305985886,32.81062831878662,127.51386496803977,13.0
46.75785238092596,46.59856827475808,31.894425322792745,125.25084575306286,14.0
44.939656240289864,44.82927076166327,32.01942093589089,121.78834818059748,15.0
44.23939021717418,43.98273218328303,30.334190195257012,118.556313532049,16.0
42.966407706520776,42.77393025484952,29.844798798994585,115.58513679504395,17.0
41.97476019425826,41.85221002752131,29.127795375477184,112.95476663762872,18.0
41.21836051940918,41.05866910761053,28.754489343816584,111.03151869340377,19.0
40.25636950406161,40.064716165716,28.699684073708273,109.02076984752308,20.0
39.81502487876198,39.65539415532892,27.188099427656695,106.65851884321732,21.0
39.0357969457453,39.030526317249645,26.579655491222034,104.6459790316495,22.0
38.50790785009211,38.31167044206099,26.095432541587137,102.9150107643821,23.0
37.43227608420632,37.279013165560634,25.969249239834873,100.6805376919833,24.0
36.863307640769264,36.681088915738194,26.345456938310104,99.8898532520641,25.0
36.2090179269964,36.1635666587136,25.938225572759453,98.3108092914928,26.0
35.48512410250577,35.408393721147014,25.320559432289816,96.21407637162642,27.0
34.81340860887007,34.76000048897483,25.52800638025457,95.10141539140182,28.0
34.381465287642044,34.302415154197,24.70032076402144,93.38420132723722,29.0
34.12154971036044,34.038343863053754,23.86353739825162,92.0234318819913,30.0
33.475193370472304,33.315326031771576,23.916641980951482,90.7071606722745,31.0
33.078589699485086,32.89910968433727,23.69193373593417,89.66963362260299,32.0
32.74810177196156,32.66506680575284,23.23068511269309,88.64385434930975,33.0
32.20474465110085,32.150899644331496,22.619794984297318,86.9754398692738,34.0
31.07230843630704,30.97476960962469,22.736659821597012,84.78373759876598,35.0
31.51432089372115,31.160493816028943,22.26045620658181,84.93527082963423,36.0
30.112691497802736,29.740268377824265,21.28559679551558,81.13855611627753,37.0
29.53033121282404,29.267331730235707,21.030602611194958,79.82826579700817,38.0
28.843561103127218,28.50144495530562,21.194439376484265,78.53944605047053,39.0
28.976430251381615,28.785856281627307,20.178015691583806,77.94030303955078,40.0
28.350537369467997,28.04399974129417,19.948299165205523,76.34283620660955,41.0
28.116577911376954,27.9142202203924,20.27844663099809,76.30924481478604,42.0
27.94929022355513,27.686355139992454,20.00802451914007,75.64366975264116,43.0
27.819761276245117,27.81636723605069,18.940727936137808,74.57685661315918,44.0
27.085046074607156,26.95366526517001,19.40768510645086,73.44639615145597,45.0
27.16540888006037,26.9238639051264,19.059816551208495,73.14908925836737,46.0
26.516128505359998,26.453316775235262,18.785809378190475,71.75525498823686,47.0
26.018489785627885,25.861760087446733,19.34477572007613,71.22502607865768,48.0
26.732329481298272,26.49164976640181,18.413929132981735,71.63790869279342,49.0
26.46915473937988,26.404680954326285,18.571965928511187,71.44580147483133,50.0
25.730539790066807,25.52763987454501,18.294594019109553,69.55277335427024,51.0
25.170840471441096,24.9523079438643,18.61639256910844,68.73954155661843,52.0
25.187225099043413,25.073069555109196,18.4550104488026,68.71530484286221,53.0
25.46587406505238,25.47881192294034,17.852168863469903,68.79685450467197,54.0
25.617347630587492,25.55536003112793,17.054732218655673,68.22743981101296,55.0
25.209704693880948,24.90655644156716,17.042679509249602,67.15894047130237,56.0
24.717540177431975,24.716555699435148,16.934525628523392,66.36862147938122,57.0
24.42246007052335,24.247123232754795,17.465157491510563,66.13474058671432,58.0
24.428133860501376,24.257914439114657,16.575678409229624,65.26172700361772,59.0
23.905809679898347,23.800679883089934,16.90511027249423,64.61160018227316,60.0
24.319851355119184,24.103004334189674,16.728472883051094,65.1513289711692,61.0
23.640207013216887,23.624485917524858,16.65949316891757,63.924186290394175,62.0
23.623465087197044,23.465172941034492,16.287474718960848,63.376112989945845,63.0
23.3689698305997,23.21417929909446,16.206170350855047,62.789319575916636,64.0
23.278741177645596,23.082455444335938,16.153082197362725,62.51427882801403,65.0
22.960394911332564,22.858743476867676,16.07374858856201,61.89288687272505,66.0
22.73927322734486,22.534744280034847,15.739076952500778,61.01309432983398,67.0
22.562983166087758,22.661360532587224,15.681746595556087,60.90609002546831,68.0
22.54761234630238,22.3966890855269,16.120220999284225,61.06452178955078,69.0
22.55106740431352,22.47330866726962,14.715093040466309,59.73946911204945,70.0
22.535264864834872,22.25208038850264,15.997329798611728,60.78467511263761,71.0
22.327754679593173,22.289640617370605,15.310227168690075,59.927622361616656,72.0
21.676247232610528,21.686496630581942,15.199148212779653,58.561891521107064,73.0
21.673994263735686,21.520878531716086,15.722753975608132,58.91762702248313,74.0
21.218882647427645,21.351538770849054,15.236879496140913,57.80730098377575,75.0
21.963369239460338,21.912141089005903,15.229706963625821,59.10521743080833,76.0
21.024262116172096,21.111861844496293,14.930464761907404,57.06658895665949,77.0
21.051502227783203,20.94648397619074,14.740668288144198,56.73865429271351,78.0
21.01564155925404,20.993149878761987,14.23576361916282,56.24455445029519,79.0
20.93169984817505,20.975335676019842,14.842912006378175,56.7499475999312,80.0
20.561114328557796,20.48071885542436,14.472876358032227,55.51470975008878,81.0
20.355139888416637,20.217606319080698,15.059431596235795,55.63217790777033,82.0
20.771560842340644,20.701357373324306,14.138275493275035,55.61119353554466,83.0
20.516362519697708,20.567843437194824,15.036116192557595,56.12032217545943,84.0
20.148223304748534,19.844631680575283,14.506686834855513,54.4995417508212,85.0
20.090174466913396,19.984308528900147,14.192813847281716,54.26729666969993,86.0
19.796387100219725,19.652089630473743,14.426091220162132,53.87456828030673,87.0
19.5591496034102,19.58603583249179,14.725127098777078,53.870312708074394,88.0
19.15736222700639,19.241498374938963,13.949029792438854,52.34789050709117,89.0
19.365989875793456,19.29351107857444,14.158935754949397,52.81843646656383,90.0
19.45020692998713,19.312656732039017,13.835292859510941,52.59815639149059,91.0
19.172759888388892,19.03528155413541,14.591236218539152,52.79927742697976,92.0
19.970333316109397,19.97529751170765,13.542664614590732,53.48829532970082,93.0
19.296224802190608,19.40921568437056,13.848593096299606,52.55403359153054,94.0
19.42944084514271,19.27259164723483,13.557309861616655,52.25934259241278,95.0
18.951608016274193,18.971036408164284,13.584914640946822,51.50755920410156,96.0
19.86730285991322,19.807716612382368,13.748090778697621,53.42311026833274,97.0
19.246621053869074,19.308490692485464,13.290292913263494,51.8454043301669,98.0
19.73009033203125,19.758743927695534,13.136438473788175,52.62527268149636,99.0
18.85399542721835,18.848389582200483,13.427518913962624,51.129903585260564,100.0
