LOSS,EPOCH
255.55555555555554,0.0
255.55555555555554,1.0
255.55555555555554,2.0
255.55555555555554,3.0
255.55555555555554,4.0
255.55555555555554,5.0
255.55555555555554,6.0
255.55555555555554,7.0
255.55555555555554,8.0
255.55555555555554,9.0
255.55555555555554,10.0
255.55555555555554,11.0
255.55555555555554,12.0
255.55555555555554,13.0
255.55555555555554,14.0
255.55555555555554,15.0
255.55555555555554,16.0
255.55555555555554,17.0
255.55555555555554,18.0
255.55555555555554,19.0
255.55555555555554,20.0
255.55555555555554,21.0
255.55555555555554,22.0
255.55555555555554,23.0
255.55555555555554,24.0
255.55555555555554,25.0
255.55555555555554,26.0
255.55555555555554,27.0
255.55555555555554,28.0
255.55555555555554,29.0
255.55555555555554,30.0
255.55555555555554,31.0
255.55555555555554,32.0
255.55555555555554,33.0
255.55555555555554,34.0
255.55555555555554,35.0
255.55555555555554,36.0
255.55555555555554,37.0
255.55555555555554,38.0
255.55555555555554,39.0
255.55555555555554,40.0
255.55555555555554,41.0
255.55555555555554,42.0
255.55555555555554,43.0
255.55555555555554,44.0
255.55555555555554,45.0
255.55555555555554,46.0
255.55555555555554,47.0
255.55555386013455,48.0
255.55555386013455,49.0
255.55555555555554,50.0
255.55554707845053,51.0
255.5555453830295,52.0
255.55555386013455,53.0
255.55554368760852,54.0
255.5555419921875,55.0
255.5555419921875,56.0
255.55554368760852,57.0
255.55553181966147,58.0
255.55553690592447,59.0
255.55553181966147,60.0
255.55553012424045,61.0
255.55554368760852,62.0
255.55553181966147,63.0
255.55553181966147,64.0
255.55553351508246,65.0
255.55552503797742,66.0
255.55552334255643,67.0
255.55552503797742,68.0
255.5555165608724,69.0
255.55552334255643,70.0
255.55550977918836,71.0
255.5555131700304,72.0
255.5555216471354,73.0
255.55551995171442,74.0
255.55551486545139,75.0
255.55550808376736,76.0
255.55550299750433,77.0
255.55550130208334,78.0
255.55550299750433,79.0
255.55549112955728,80.0
255.55547756618924,81.0
255.55548095703125,82.0
255.55545552571616,83.0
255.55547756618924,84.0
255.55543009440103,85.0
255.55543857150607,86.0
255.5554436577691,87.0
255.55538770887586,88.0
255.55534871419272,89.0
255.5553012424045,90.0
255.55532836914062,91.0
255.55516730414496,92.0
255.55507575141058,93.0
255.55479600694446,94.0
255.55421108669705,95.0
255.55295986599393,96.0
255.5481431749132,97.0
255.44344245062933,98.0
278.8263990614149,99.0
255.75758022732205,100.0
255.93811882866754,101.0
255.557857937283,102.0
255.55472819010416,103.0
255.55826992458768,104.0
255.55605231391058,105.0
255.5530039469401,106.0
255.5241241455078,107.0
255.73721822102866,108.0
255.59463161892361,109.0
255.55573527018228,110.0
255.55510457356772,111.0
255.55572170681424,112.0
255.5541297064887,113.0
255.55425347222223,114.0
255.55088975694446,115.0
255.5610148111979,116.0
255.5512407090929,117.0
255.55872938368054,118.0
255.55136108398438,119.0
255.55778333875867,120.0
255.55811055501303,121.0
255.55106608072916,122.0
255.5519290500217,123.0
255.54464213053384,124.0
255.53714158799914,125.0
255.56712849934897,126.0
255.52218288845486,127.0
255.44993252224393,128.0
251.8962927924262,129.0
268.8346710205078,130.0
247.83032396104602,131.0
144.43503019544812,132.0
220.58631388346353,133.0
94.16427951388889,134.0
53.23378160264757,135.0
51.983829498291016,136.0
35.17912589179145,137.0
32.13118044535319,138.0
26.577377955118816,139.0
23.973412619696724,140.0
23.298816045125324,141.0
23.662840525309246,142.0
23.722138298882378,143.0
20.99324745602078,144.0
