EPOCH,LOSS
1.0,253.16358004483308
2.0,253.16356284401633
3.0,253.16354508833453
4.0,253.1635262229226
5.0,253.16350513805043
6.0,253.16347600763496
7.0,253.1634402188388
8.0,253.16339915882457
9.0,253.16335587935015
10.0,253.16330067027698
11.0,253.1632304798473
12.0,253.16315168900923
13.0,253.1630390514027
14.0,253.1628878506747
15.0,253.16267908269708
16.0,253.1623643354936
17.0,253.16183860085226
18.0,253.16088118119674
19.0,253.1588262384588
20.0,253.15240977894177
21.0,253.08986455743963
22.0,243.01158752441407
23.0,104.88471918973056
24.0,47.31011147932573
25.0,29.403926970741967
26.0,21.304526207663795
27.0,17.495421036806974
28.0,14.915495508367366
29.0,13.282760685140437
30.0,11.777431444688277
31.0,10.604580783843994
32.0,9.913379170677878
33.0,9.33451755697077
34.0,9.220656793767755
35.0,8.970786464214324
36.0,8.192633021961559
37.0,8.12237298705361
38.0,8.005745293877341
39.0,7.406811601465399
40.0,7.635358834266663
41.0,7.8296683051369405
42.0,7.383364341475747
43.0,6.7500899141485045
44.0,6.9694035356695005
45.0,7.013785473866896
46.0,7.46534112366763
47.0,6.803949525139549
48.0,6.730735748464411
49.0,7.13771992596713
50.0,7.533098008415916
51.0,7.320000581307845
52.0,6.962138778513128
53.0,6.578070090033791
54.0,7.054271947253834
55.0,6.433922663601962
56.0,6.903875546021895
57.0,6.66752892407504
58.0,6.413854683529247
59.0,6.175559732046994
60.0,6.330372613126581
61.0,6.825970894640142
62.0,5.979922108216719
63.0,6.27989478002895
64.0,6.536566938053478
65.0,6.685700804536993
66.0,6.706330317800695
67.0,6.40005528493361
68.0,6.243280397761952
69.0,6.8218682592565365
70.0,5.764765709096735
71.0,6.552341703935103
72.0,5.865435127778487
73.0,6.245617287809199
74.0,6.213164446570657
75.0,5.913710129261017
76.0,5.910832479867068
77.0,5.915075345472856
78.0,5.447559967907992
79.0,5.648908097093756
80.0,5.692312814972618
81.0,6.0421886108138345
82.0,6.3208134759556165
83.0,5.836913612755862
84.0,5.650380239703439
85.0,5.717358386516571
86.0,6.179454231262207
87.0,5.617112152142958
88.0,5.710838741605932
89.0,5.713104160265489
90.0,5.455332375656475
91.0,5.986080780896273
92.0,5.69855843890797
93.0,5.535694508119063
94.0,5.904660983519121
95.0,5.9474643273787065
96.0,6.053661868788979
97.0,5.840081632137299
98.0,5.080548094619404
99.0,5.684155482595617
100.0,6.125764040513472
101.0,5.451079973307523
