LOSS_QUAD_0,LOSS_QUAD_1,LOSS_SPEARMAN,LOSS,EPOCH
255.99993105287905,256.0,0.3194492624865638,675.5579494900173,0.0
153.72413421560216,255.99996693929037,0.4542214517240171,642.2854817708334,1.0
17.22745183662132,206.96597106368452,0.24566307332780626,349.97291310628253,2.0
16.060120096913092,18.57626343656469,0.9375955550758927,514.6853083857784,3.0
14.541025912320173,16.4700665473938,0.947309857165372,516.0337428340206,4.0
11.483131134951556,13.824664725197685,0.9445465847297951,508.91564715350114,5.0
10.96476262587088,12.08729123186182,0.9638623981564133,516.5496018021195,6.0
10.388771180753354,11.403995558067605,0.9619136772773884,514.2925691957827,7.0
8.768884389488786,9.95538572911863,0.9632655768482773,511.9162439416956,8.0
9.698494774323922,9.265476359261406,0.9683769091411873,514.7729452627676,9.0
8.308582888709175,8.961255073547363,0.971918378715162,514.8920491536459,10.0
9.905830966101753,8.779049822577724,0.9575881417150851,508.9700102629485,11.0
8.942605521943834,8.104869462825635,0.9693060848448012,513.3321889241537,12.0
8.068996160118669,8.175891079284527,0.9793051613701714,517.6491320574725,13.0
8.956278032726711,8.619287451108297,0.9703973244737696,514.4189961751302,14.0
9.545314775572884,8.049168659581078,0.9673248959912194,512.8648308648003,15.0
8.52677125842483,8.599641784473702,0.9727606331860578,515.1798553466797,16.0
7.122874875863393,7.306660031830823,0.981300413608551,516.8553432888455,17.0
7.8760529005969016,7.5160010170053555,0.9798875373822672,517.094468858507,18.0
7.721109962021863,7.98166909261986,0.9777455815562496,516.3085151954933,19.0
7.330244876720287,7.327908041300597,0.9785746004846361,515.6883443196615,20.0
8.316997382375929,7.908124760345176,0.9681875904401144,511.93717108832465,21.0
7.061680875442646,7.524176094267103,0.982206419662193,517.4755401611328,22.0
8.816398885515001,8.102182564912018,0.9818673034509023,519.6346446849682,23.0
7.335048872011679,7.084907291112123,0.9769148495462205,514.6003564905237,24.0
8.409429881307814,8.654065856227168,0.9630232994203214,510.131423385055,25.0
7.902255846394433,8.430165304077995,0.959047821936784,507.364907723886,26.0
7.562386835062945,8.627705136934916,0.9696543536804341,512.6531202528212,27.0
7.276994685331981,7.25304592538763,0.9759595703195643,514.2213439941406,28.0
8.549054291513231,7.775047443531178,0.9737167987558577,514.8671061197916,29.0
7.6366459131240845,7.916087163819207,0.9725639224052429,513.5054626464844,30.0
7.365616122881572,7.755867220737316,0.9692785949618729,511.3921254475911,31.0
7.554192657823916,8.116531707622388,0.9708559038462462,512.7489482738354,32.0
7.507661227826719,7.163040493373518,0.9772468948805774,515.0211108172381,33.0
7.893037606168677,7.1887241491565,0.9744729940538053,514.0119346336082,34.0
8.309909239963249,7.606493901323389,0.9727559409759663,513.9674428304037,35.0
7.088980116226055,7.056627613526803,0.9752548083111092,513.4760702627676,36.0
6.74134397065198,7.102589960451479,0.9748345790085969,512.9592409487124,37.0
6.713267363883831,7.011279569731818,0.9754067714567538,513.1328113697193,38.0
6.645464201768239,9.042861117257011,0.9506581392553117,502.42529353389034,39.0
6.947587842190707,8.740732263635707,0.9664615801087132,510.5166479040075,40.0
7.494105325804816,7.617362555530336,0.970716346193243,512.1182358353226,41.0
7.394759557865284,8.01796668547171,0.9819894841423741,518.191342389142,42.0
6.657768292559518,7.393783928067596,0.9777161445882585,514.6422164351852,43.0
6.744289599083088,7.494887449123241,0.9767768703125141,514.3489351625796,44.0
6.917904460871661,7.143036391999987,0.9787732075761866,515.1928185356987,45.0
6.767317779638149,7.168150403985271,0.9750547949914579,513.1635233561198,46.0
7.567440874046749,7.323485300496772,0.9827132655514611,518.0401153564453,47.0
7.130313378793222,7.329392362523962,0.9780751521940585,515.2341817220052,48.0
7.261897051775897,7.2952818782241255,0.9773613457326535,514.9661842628761,49.0
5.918590741025077,6.318674401000694,0.9776277310318418,512.7826651114004,50.0
