LOSS,EPOCH
252.73682524028578,0.0
252.7368143985146,1.0
252.73681158768503,2.0
252.73680034436677,3.0
252.73677866082443,4.0
252.73675336335836,5.0
252.73671923185648,6.0
252.73667385703638,7.0
252.73661643580385,8.0
252.7365433542352,9.0
252.73645983244242,10.0
252.7363465961657,11.0
252.73620364540503,12.0
252.7360113043534,13.0
252.73573383532073,14.0
252.73532184801604,15.0
252.7347351877313,16.0
252.7336919684159,17.0
252.73186894467003,18.0
252.72790447034333,19.0
252.71567615709807,20.0
252.6018877531353,21.0
219.4701989826403,22.0
54.36003770326313,23.0
19.14101022795627,24.0
12.279946490337974,25.0
8.378453969955444,26.0
7.078994769799082,27.0
5.744143693070662,28.0
5.11783388413881,29.0
4.305989362691578,30.0
4.020468021693983,31.0
4.181088557368831,32.0
3.909338913465801,33.0
3.6935960775927494,34.0
3.5072108067964254,35.0
3.571419606083318,36.0
3.409531227852169,37.0
3.6320597137275494,38.0
3.451629190068496,39.0
3.1760219241443433,40.0
3.3782703343190645,41.0
3.008923665473336,42.0
3.1251051457304704,43.0
3.2774791482247805,44.0
3.26351114950682,45.0
3.28264634232772,46.0
3.0409022130464254,47.0
2.9033460162187876,48.0
3.1908732495809855,49.0
3.2548609109301316,50.0
3.1243009253552088,51.0
3.021125779340142,52.0
2.7977289667255,53.0
3.1750081087413586,54.0
3.152417934254596,55.0
2.877024010608071,56.0
2.933428141631578,57.0
2.855718476207633,58.0
2.7385595503606295,59.0
2.9022356099204014,60.0
2.880688383391029,61.0
3.021841243693703,62.0
2.8694597702277336,63.0
2.7346741933571663,64.0
3.0273739993572235,65.0
2.7234343494239606,66.0
2.694345566787218,67.0
3.646172212926965,68.0
2.8218262305385187,69.0
2.7909264988020848,70.0
2.810882789523978,71.0
2.656571479220139,72.0
3.0164974990643953,73.0
2.9758807373674294,74.0
2.5102124857275108,75.0
2.599871574263824,76.0
2.952787498110219,77.0
3.051508260400672,78.0
2.919493030560644,79.0
2.8382246902114465,80.0
2.6188198641726843,81.0
2.860873518805755,82.0
2.90304329207069,83.0
2.898767237600527,84.0
3.6885255418325724,85.0
2.817652465481507,86.0
2.811529023082633,87.0
2.954095727518985,88.0
2.726846809449949,89.0
2.99270929160871,90.0
2.7618423261140523,91.0
2.9019001126289368,92.0
2.6602705183782076,93.0
2.8055742649655593,94.0
2.9155950420781185,95.0
2.7728237148962522,96.0
2.78949614731889,97.0
2.7427378594875336,98.0
2.9227215459472253,99.0
2.82678170580613,100.0
2.728198617696762,101.0
2.6520065884841117,102.0
2.772650381452159,103.0
3.0765140558543957,104.0
2.6344267098527205,105.0
2.9143415579670355,106.0
2.9215057586368762,107.0
2.4412873779472553,108.0
2.8441062804899717,109.0
2.711583871590464,110.0
2.7765914013511255,111.0
2.8704806550552973,112.0
2.8024272479509054,113.0
2.6693952616892362,114.0
2.800650930718372,115.0
2.9413300297762217,116.0
2.873743327040421,117.0
3.23090880795529,118.0
2.8091931578360105,119.0
2.6930947931189286,120.0
2.7516951466861523,121.0
2.725859351848301,122.0
2.571069681330731,123.0
2.723200283552471,124.0
2.833783077566247,125.0
2.688457490582215,126.0
2.7836803056691823,127.0
2.6088771757326628,128.0
2.741957491949985,129.0
3.021557307557056,130.0
2.757617326159226,131.0
2.488407651060506,132.0
2.82378162992628,133.0
2.8329304048889563,134.0
2.922483091291628,135.0
2.804915404633472,136.0
2.6295396262093593,137.0
2.6382403593314323,138.0
2.9403623954245917,139.0
2.7360095632703683,140.0
2.779960334300995,141.0
2.6902453915068976,142.0
2.706111581701981,143.0
2.7096117091806313,144.0
2.673155067782653,145.0
2.809249699115753,146.0
2.8200769596978237,147.0
2.6816181415005733,148.0
3.209459602832794,149.0
2.7347874406136965,150.0
2.9167386732603373,151.0
2.731863497119201,152.0
2.9527694065319863,153.0
2.5031583654253104,154.0
2.945576920321113,155.0
2.775508595140357,156.0
2.584015206286782,157.0
2.9797330232043016,158.0
2.6282579600811005,159.0
2.7088332662456915,160.0
2.716455644682834,161.0
2.77207318732613,162.0
2.7265444931231047,163.0
2.644572316031707,164.0
2.741886661240929,165.0
2.788504693068956,166.0
2.9982655895383736,167.0
2.6116952880432733,168.0
2.5736117268863477,169.0
2.777632768216886,170.0
2.6945910171458594,171.0
2.8242970579548885,172.0
2.7205007437028383,173.0
2.8805147770204043,174.0
2.5925701323308443,175.0
2.7488347339002708,176.0
2.8351137826317236,177.0
2.8805221930930487,178.0
2.7799577634585533,179.0
2.5211760088017114,180.0
2.723767365279951,181.0
2.9664206206798553,182.0
2.8726001648526442,183.0
2.8387171030044556,184.0
2.610809664977224,185.0
2.90008167059798,186.0
2.9079942452280143,187.0
2.6971177756786346,188.0
2.8650248254600323,189.0
2.8390755747493945,190.0
2.9198358843201087,191.0
2.6844257492768135,192.0
2.6969774490908573,193.0
2.7119713127613068,194.0
2.5465075812841715,195.0
2.584250453271364,196.0
2.691279317203321,197.0
2.69826583329,198.0
2.7456643393165185,199.0
2.6841486566945125,200.0
2.670696274230355,201.0
2.5941359416434637,202.0
2.580435600719954,203.0
2.6440814419796594,204.0
2.953144377783725,205.0
2.860952687890906,206.0
2.8355455037794615,207.0
2.7731721777664986,208.0
2.700840446509813,209.0
2.6065868892167745,210.0
2.8129711480517137,211.0
2.927806400939038,212.0
2.7515716317452883,213.0
2.6094699956868825,214.0
2.9331909731814734,215.0
2.736409273586775,216.0
2.7405909927267778,217.0
2.73556827871423,218.0
2.661223918199539,219.0
2.8548346820630526,220.0
3.7440111903767836,221.0
2.714895044502459,222.0
2.941630581491872,223.0
2.6440478782904777,224.0
2.750186308434135,225.0
2.7514667950178446,226.0
2.5870668448899923,227.0
2.8033990765872754,228.0
2.7912618329650476,229.0
2.8016143613740017,230.0
2.6966661920672967,231.0
2.567567130452708,232.0
2.7876167611071936,233.0
2.616914655032911,234.0
2.717125326395035,235.0
2.701184404523749,236.0
2.560456439068443,237.0
2.632092734700755,238.0
2.6838306251325106,239.0
2.8236995009999526,240.0
2.701574628290377,241.0
2.601768012109556,242.0
2.8175063070498014,243.0
2.6661545900922072,244.0
2.76915096138653,245.0
2.7607827829687217,246.0
2.6491154400925887,247.0
2.8073519248711434,248.0
2.662820080393239,249.0
2.6460426888967814,250.0
2.5190092058558213,251.0
2.7457509229057715,252.0
2.8007082484270396,253.0
2.807863767209806,254.0
2.6136541005812193,255.0
2.9060788185972917,256.0
2.680388776879562,257.0
2.7481866651459743,258.0
2.6434351754815957,259.0
2.7919403471444784,260.0
2.7911226529824105,261.0
2.695421930990721,262.0
2.828299061248177,263.0
3.149499601439426,264.0
2.700831413269043,265.0
2.7051065250446924,266.0
2.6998033884324526,267.0
2.595843641381515,268.0
2.768360586542832,269.0
2.754836719287069,270.0
2.7035225488637624,271.0
2.4970951519514384,272.0
2.765849985574421,273.0
2.6923884294534983,274.0
2.6866028779431392,275.0
2.8853789003271806,276.0
2.6893026185663125,277.0
2.809302468048899,278.0
2.5475979698331734,279.0
2.6377327818619576,280.0
2.679815958989294,281.0
3.2295035359106565,282.0
2.7957357058399603,283.0
2.4264133290240637,284.0
2.8106217352967513,285.0
2.416777170018146,286.0
3.0560641367184487,287.0
2.9377796069571844,288.0
2.748306483030319,289.0
2.642212245025133,290.0
2.629355262768896,291.0
2.636373995166076,292.0
2.805110956493177,293.0
2.9026664871918526,294.0
2.815446288962113,295.0
2.7814181101949593,296.0
2.7238362839347436,297.0
2.768614434882214,298.0
2.640891500209507,299.0
2.6932484052683177,300.0
2.6456810314404335,301.0
2.5701586776658107,302.0
2.939989753459629,303.0
2.6752295776417383,304.0
2.5534682885596625,305.0
2.8406821818728196,306.0
2.735030578939538,307.0
2.719390455045198,308.0
2.8519137909537866,309.0
2.6600936761027887,310.0
2.5816363927565122,311.0
2.700423174782803,312.0
2.6775722629145573,313.0
2.863135792707142,314.0
2.6178875032224154,315.0
2.731662129101,316.0
2.6317740584674634,317.0
2.880087651704487,318.0
2.6899607683482922,319.0
2.7231630651574386,320.0
2.701147353962848,321.0
2.666105364498339,322.0
2.619520974786658,323.0
2.9590282361758384,324.0
2.7155654775468925,325.0
2.8081919346985065,326.0
2.6606622808857967,327.0
2.6262569192208742,328.0
2.821638905688336,329.0
2.633637911395023,330.0
2.9557294845581055,331.0
2.620925795090826,332.0
2.792661958619168,333.0
2.6744071543216705,334.0
2.5438454370749626,335.0
2.8008256601659873,336.0
2.721607495295374,337.0
2.73648170891561,338.0
2.821295860566591,339.0
2.8305322292603945,340.0
2.526060628263574,341.0
2.4868354373856594,342.0
2.8054913000056616,343.0
2.630613198405818,344.0
2.5917589931111586,345.0
2.923080270227633,346.0
2.6375154680327366,347.0
2.831627186975981,348.0
2.7346015525491616,349.0
2.876796985927381,350.0
2.7324447616150507,351.0
2.6702956321992373,352.0
2.6491379345718182,353.0
2.74846613407135,354.0
2.4820211482675454,355.0
2.7138890169168772,356.0
2.6415988175492537,357.0
2.6385273274622465,358.0
2.9447034299373627,359.0
2.5286860622857747,360.0
2.508599198178241,361.0
2.711706403054689,362.0
2.782309922732805,363.0
2.7307492698493756,364.0
2.6676171296521236,365.0
2.985600432283,366.0
2.731274852627202,367.0
2.679885307424947,368.0
2.80480074725653,369.0
2.7845703394789445,370.0
2.7118271746133504,371.0
2.6521436477962292,372.0
2.9254479784714547,373.0
2.600184042202799,374.0
2.5578811074558057,375.0
2.6885468426503634,376.0
2.815042106728805,377.0
2.6521667712613155,378.0
2.908195429726651,379.0
