EPOCH,LOSS
1.0,53.50864976870863
2.0,35.77411508560181
3.0,33.60446083772032
4.0,28.384800319430195
5.0,28.146612626087816
6.0,25.499316975285737
7.0,23.536997463129744
8.0,22.560144436510303
9.0,22.11873517458952
10.0,21.527831813957118
11.0,19.856452960002272
12.0,20.41331249550928
13.0,19.389747610575036
14.0,20.341195564481275
15.0,19.31433543977858
16.0,18.328192128410823
17.0,18.688048664527603
18.0,19.35405618933183
19.0,19.035028409354293
20.0,18.197419685653493
21.0,16.96907035308548
22.0,19.66845901706551
23.0,19.91556355923037
24.0,17.634777847724624
25.0,17.954314277141908
26.0,17.04910292202913
27.0,16.898162660719475
28.0,16.97170634209355
29.0,17.398085232022442
30.0,16.043404306037516
31.0,17.09695245042632
32.0,16.355391592919073
33.0,18.12842332260518
34.0,16.777786846402325
35.0,17.024024285847627
36.0,15.691048682490482
37.0,16.806979517393476
38.0,16.25925140063974
39.0,16.11978923821751
40.0,15.32485271631917
41.0,15.792764223074611
42.0,16.77261659163463
43.0,15.59634004212633
44.0,16.910309104979792
45.0,15.199815642984607
46.0,15.99329684354082
47.0,16.09797261183775
48.0,16.16568355318866
49.0,15.596277239201944
50.0,15.08899482292465
51.0,15.0821363775036
52.0,16.14231574384472
53.0,14.56278786779959
54.0,14.660126191151294
55.0,14.854565481596355
56.0,14.92729802674885
57.0,13.390629478647739
58.0,14.327275360686869
59.0,14.187755367423915
60.0,13.728668665584129
61.0,13.290817791902565
62.0,14.361639092240152
63.0,14.909220701531519
64.0,13.686037655872635
65.0,13.185455195511445
66.0,14.40247520615783
67.0,14.515479268906992
68.0,14.055074388467812
69.0,13.68720341332351
70.0,14.213920443872862
71.0,14.175085604945316
72.0,13.451004136966754
73.0,14.651151614853099
74.0,14.268128214003164
75.0,13.455820210372345
76.0,13.923154642310324
77.0,13.39210550694526
78.0,12.648772315888465
79.0,14.71331168428252
80.0,13.527383098119422
81.0,13.457021357137945
82.0,12.424033222319204
83.0,12.971064489099044
84.0,14.597802607319023
85.0,14.086089707628082
86.0,13.497196100180663
87.0,13.56513645679136
88.0,14.370204949680764
89.0,13.042148469369623
90.0,12.540322029137913
91.0,12.600108578235288
92.0,12.654531611671931
93.0,12.607897378221343
94.0,13.773800765411764
95.0,12.237196849871285
96.0,12.059980374348315
97.0,12.157296440269374
98.0,12.628892823110652
99.0,12.705775128135198
100.0,12.51045927292184
101.0,12.88405008255681
102.0,12.2663120227524
103.0,11.811823672886137
104.0,11.794348798220671
105.0,11.359825746922553
106.0,12.060225275498402
107.0,11.058629968498327
108.0,13.15076946608628
109.0,11.509366860872582
110.0,12.38594803855389
111.0,11.552812862999831
112.0,11.567910574659516
113.0,11.408147639111627
114.0,11.359792435471016
115.0,11.543054336988472
116.0,10.831450583059576
117.0,11.349644494962089
118.0,12.066126401665844
119.0,12.474659337273128
120.0,11.601975706559193
121.0,11.26645817183241
122.0,10.874518095692501
123.0,12.690463965452171
124.0,11.456871935083896
125.0,12.374167806740049
126.0,10.6057441347762
127.0,10.7828139775916
128.0,10.752185115331336
129.0,11.64276005044768
130.0,11.070600615272038
131.0,10.69248731830452
132.0,10.205161515670486
133.0,10.837608796131763
134.0,11.515520358387429
135.0,11.172634154935427
136.0,10.844635065597824
137.0,10.720717402953136
138.0,10.447727556470074
139.0,10.847096883797947
140.0,9.783307697199568
141.0,11.024824531772468
142.0,9.153249017799958
143.0,10.506397666810434
144.0,9.993982933744599
145.0,9.05592383010478
146.0,10.337757928461969
147.0,11.475222694722913
148.0,10.500382337389112
149.0,10.053191788588897
150.0,9.987941895859151
151.0,8.900218882138216
152.0,9.969415088243123
153.0,9.705681815932069
154.0,9.775436935545523
155.0,8.262175982511497
156.0,8.6693190713472
157.0,9.034209462660778
158.0,9.953942565978329
159.0,10.006803406944758
160.0,9.22758846494216
161.0,9.70874782755405
162.0,9.541257140757162
163.0,8.98098277442063
164.0,9.156081628195848
165.0,8.661691563038886
166.0,9.095983996421475
167.0,9.001144823394243
168.0,8.86554447608658
169.0,8.129053885423684
170.0,8.723638173900072
171.0,9.586750096912626
172.0,9.056081346318692
173.0,9.729361117640629
174.0,9.275158424920674
175.0,9.034876396384421
176.0,8.77659210147737
177.0,8.767284666435629
178.0,8.18989917899989
179.0,8.196494133412083
180.0,8.27977548671674
181.0,8.572402915622614
182.0,8.643186662770525
183.0,8.589475269559063
184.0,8.446148784854744
185.0,8.198741556722906
186.0,9.08459908600095
187.0,8.904245032539851
188.0,7.920805400685419
189.0,8.829817086835451
190.0,8.841543390781064
191.0,7.93101976415779
192.0,8.320819045923933
193.0,7.969462650486186
194.0,7.898752957959719
195.0,8.499793520456628
196.0,7.875782471668871
197.0,8.41182164451744
198.0,7.505234507065785
199.0,8.14387823207469
200.0,7.670664368550988
201.0,6.711897003499767
202.0,7.3555353970467285
203.0,7.8987106824223
204.0,6.990983003302466
205.0,7.051528385922879
206.0,7.553624599794798
